ParticipantNo,lChoice,lValue,rChoice,rValue
41,8117,6.02,2302,6.43
41,7095,5.99,5520,5.33
41,7033,5.4,8158,6.53
41,7472,6.25,2489,5.66
41,4617,6.6,2488,5.73
41,1720,6.79,2056,6.34
41,7490,5.52,7017,5.18
41,7019,5.2,5950,5.99
41,8208,6.79,2308,5.22
41,2273,5.41,2560,6.34
41,2025,5.78,2620,5.93
41,8206,6.43,2032,5.58
41,5533,5.31,8031,6.76
41,7660,6.61,7509,6.03
41,8325,5.63,7179,5.06
41,2357,5.41,1903,5.5
41,7507,6.25,7057,5.35
41,8211,5.76,2442,6.17
41,2107,5.53,7451,6.68
41,7501,6.85,2019,6.07
41,7530,6.71,7489,6.54
41,7026,5.38,7493,5.35
41,7233,5.09,4619,6.46
41,2191,5.3,8161,6.71
41,2513,5.8,5040,5.39
41,1660,6.49,7165,6.09
41,1659,6.57,8600,6.38
41,7461,5.8,8118,6.14
41,4536,6.01,2342,6.2
41,7488,6.19,5870,6.78
41,8311,5.88,2382,5.67
41,4625,6.4,2511,6.21
41,7900,6.5,2605,6.26
41,5510,5.15,7547,5.21
41,1560,5.97,2900,6.62
41,7039,5.93,8251,6.16
41,2036,5.8,2010,6.25
41,2500,6.16,7096,5.54
41,2384,5.92,7061,5.4
41,5990,6.54,2358,6.56
41,5731,5.39,2359,5.87
41,2411,5.07,7100,5.24
41,5531,5.15,2152,6.93
41,7237,5.43,7482,6.36
41,8341,6.25,1947,5.85
41,1850,6.15,7291,6.35
41,5020,6.32,8260,6.18
41,4598,6.33,5661,5.96
41,7475,6.33,5530,5.38
41,5395,5.34,1910,6.71
41,5750,6.6,8130,6.58
41,2980,5.61,2339,6.72
41,4613,5.34,7320,6.54
41,7195,6.02,5215,6.83
41,7248,5.22,7188,5.5
41,5849,6.65,2635,5.22
41,7510,6.05,2389,6.61
41,2597,5.61,1908,5.28
41,7820,5.39,5764,6.74
41,7354,5.51,1333,6.11
41,5500,5.42,7240,6.02
41,7506,5.34,2575,5.46
41,2020,5.68,5628,6.51
41,7550,5.27,7351,5.82
41,1670,5.82,7600,5.9
41,7505,6.1,8205,6.62
41,1942,6.26,2606,5.92
41,4100,6.11,7052,5.33
41,2235,5.64,2445,5.39
41,9156,6.43,7279,6.22
41,5622,6.33,2362,6.74
41,1810,6.52,7014,5.15
41,8250,6.19,8467,6.35
41,5300,6.91,7710,5.42
41,5250,6.08,7440,6.32
41,7183,5.58,7238,6.43
41,7042,5.55,8193,6.73
41,7546,5.4,2392,6.15
41,5900,5.93,2514,5.19
42,5520,5.33,7500,5.33
42,7039,5.93,1900,6.65
42,5510,5.15,2036,5.8
42,7710,5.42,2488,5.73
42,8251,6.16,7512,5.38
42,2037,6.42,7460,6.81
42,2900,6.62,5530,5.38
42,7507,6.25,2302,6.43
42,2357,5.41,7188,5.5
42,7490,5.52,2579,5.53
42,7042,5.55,8600,6.38
42,5870,6.78,7632,5.22
42,2092,6.28,4598,6.33
42,2056,6.34,7019,5.2
42,1942,6.26,7550,5.27
42,8280,6.38,8211,5.76
42,1947,5.85,7505,6.1
42,2445,5.39,4617,6.6
42,1640,6.27,5740,5.21
42,1903,5.5,5849,6.65
42,7489,6.54,2489,5.66
42,2217,6.24,5665,6.15
42,5215,6.83,7530,6.71
42,1605,6.59,2593,5.8
42,4100,6.11,5875,6.03
42,7195,6.02,7053,5.22
42,2620,5.93,5750,6.6
42,7021,5.21,2616,5.97
42,1908,5.28,7233,5.09
42,7477,6.12,7495,5.9
42,7547,5.21,7052,5.33
42,2392,6.15,8161,6.71
42,7340,6.68,2018,5.56
42,7509,6.03,2411,5.07
42,8179,6.48,1419,6.54
42,2560,6.34,5500,5.42
42,4613,5.34,2382,5.67
42,5720,6.31,8206,6.43
42,7496,5.92,7497,5.19
42,2358,6.56,8031,6.76
42,7461,5.8,2010,6.25
42,1640,6.16,7080,5.27
42,5593,6.47,7014,5.15
42,7475,6.33,5410,6.11
42,8250,6.19,4600,6.41
42,7057,5.35,7472,6.25
42,2359,5.87,2032,5.58
42,2152,6.93,1616,5.21
42,2389,6.61,7240,6.02
42,7900,6.5,5622,6.33
42,7503,5.77,5711,6.62
42,2102,5.16,2635,5.22
42,1333,6.11,2575,5.46
42,1450,6.37,7515,6.19
42,8320,6.24,5635,6.25
42,7501,6.85,2308,5.22
42,1670,5.82,7600,5.9
42,5531,5.15,8467,6.35
42,8205,6.62,2273,5.41
42,8260,6.18,7190,5.55
42,1850,6.15,5533,5.31
42,7001,5.32,2521,5.78
42,5661,5.96,2606,5.92
42,7506,5.34,2339,6.72
42,7510,6.05,5455,5.79
42,5040,5.39,5471,5.21
42,2020,5.68,8191,6.07
42,2515,6.09,7279,6.22
42,5764,6.74,4625,6.4
42,5628,6.51,2506,5.67
42,7182,5.16,2442,6.17
42,8193,6.73,5800,6.36
42,2390,5.4,5890,6.67
42,2605,6.26,7488,6.19
42,2980,5.61,7033,5.4
42,7450,6.4,5395,5.34
42,5990,6.54,1720,6.79
42,7205,5.56,7390,6.84
42,2025,5.78,8312,5.37
42,7017,5.18,2880,5.18
42,2870,5.31,7546,5.4
42,1560,5.97,2019,6.07
42,1810,6.52,7830,5.26
42,8118,6.14,8040,6.64
42,7513,5.45,8117,6.02
42,5626,6.71,1650,6.65
42,2500,6.16,2377,5.19
42,5726,6.23,2122,5.15
42,4619,6.46,2372,5.48
42,7440,6.32,5390,5.59
42,2720,5.43,5300,6.91
42,1910,6.71,7026,5.38
42,7354,5.51,7300,5.64
42,7248,5.22,2038,5.09
42,2513,5.8,5950,5.99
42,4536,6.01,7291,6.35
42,7140,5.5,2235,5.64
42,2594,6.05,7250,6.62
42,7482,6.36,8021,6.79
42,2597,5.61,7192,5.77
43,7238,6.43,5750,6.6
43,4536,6.01,7179,5.06
43,7095,5.99,7510,6.05
43,5510,5.15,7493,5.35
43,5740,5.21,7477,6.12
43,1640,6.16,2235,5.64
43,8250,6.19,5875,6.03
43,2032,5.58,2720,5.43
43,8600,6.38,5500,5.42
43,2056,6.34,7057,5.35
43,7660,6.61,7506,5.34
43,2358,6.56,2102,5.16
43,7080,5.27,7900,6.5
43,7632,5.22,2560,6.34
43,5665,6.15,9156,6.43
43,7830,5.26,8192,5.52
43,2514,5.19,7354,5.51
43,8205,6.62,4598,6.33
43,2616,5.97,5800,6.36
43,5628,6.51,7192,5.77
43,5250,6.08,7620,5.78
43,7503,5.77,8211,5.76
43,2092,6.28,1903,5.5
43,2377,5.19,7195,6.02
43,2900,6.62,2372,5.48
43,2308,5.22,7451,6.68
43,2018,5.56,7205,5.56
43,7600,5.9,2010,6.25
43,8191,6.07,8021,6.79
43,5626,6.71,2038,5.09
43,2593,5.8,7250,6.62
43,7495,5.9,8031,6.76
43,7547,5.21,1942,6.26
43,2521,5.78,5020,6.32
43,7017,5.18,7140,5.5
43,7096,5.54,1595,6.22
43,5301,6.54,7100,5.24
43,2362,6.74,2435,5.84
43,7233,5.09,2620,5.93
43,8040,6.64,5635,6.25
43,1908,5.28,7710,5.42
43,7039,5.93,2392,6.15
43,2500,6.16,2152,6.93
43,2302,6.43,8206,6.43
43,2122,5.15,8320,6.24
43,4600,6.41,7279,6.22
43,2594,6.05,8208,6.79
43,7052,5.33,5900,5.93
43,5720,6.31,7512,5.38
43,7237,5.43,5990,6.54
43,8118,6.14,2389,6.61
43,1850,6.15,8161,6.71
43,7183,5.58,4617,6.6
43,7242,5.28,1650,6.65
43,7507,6.25,8312,5.37
43,2597,5.61,1659,6.57
43,8260,6.18,1947,5.85
43,2191,5.3,2579,5.53
43,7190,5.55,1605,6.59
43,2384,5.92,1616,5.21
43,7546,5.4,7291,6.35
43,7240,6.02,2605,6.26
43,8465,5.96,1720,6.79
43,5533,5.31,7026,5.38
43,4613,5.34,5890,6.67
43,2217,6.24,8280,6.38
43,7390,6.84,1640,6.27
43,4619,6.46,5870,6.78
43,8130,6.58,7440,6.32
43,2351,5.49,2305,5.41
43,2506,5.67,7053,5.22
43,2575,5.46,7042,5.55
43,7550,5.27,5530,5.38
43,7501,6.85,2382,5.67
43,8467,6.35,8341,6.25
43,2606,5.92,2635,5.22
43,7061,5.4,7497,5.19
43,7499,6.47,4625,6.4
43,1419,6.54,2374,6.29
43,5040,5.39,7352,6.2
43,7490,5.52,2273,5.41
43,7500,5.33,1560,5.97
43,8311,5.88,7351,5.82
43,2390,5.4,2342,6.2
43,7248,5.22,2870,5.31
43,2511,6.21,8158,6.53
43,2060,6.49,5764,6.74
43,7320,6.54,8325,5.63
43,2025,5.78,1333,6.11
43,6250,6.32,8179,6.48
43,1675,5.24,2980,5.61
43,8251,6.16,7340,6.68
43,7001,5.32,7515,6.19
43,2020,5.68,5531,5.15
43,7033,5.4,5622,6.33
43,2357,5.41,5215,6.83
43,7165,6.09,1810,6.52
43,2339,6.72,1450,6.37
43,8620,6.04,5726,6.23
43,5520,5.33,7014,5.15
44,2122,5.15,2060,6.49
44,5040,5.39,8251,6.16
44,7192,5.77,8193,6.73
44,7509,6.03,8179,6.48
44,4619,6.46,7052,5.33
44,7493,5.35,4625,6.4
44,2308,5.22,5635,6.25
44,2720,5.43,1659,6.57
44,5731,5.39,7546,5.4
44,2521,5.78,7238,6.43
44,8118,6.14,2880,5.18
44,5626,6.71,2056,6.34
44,8320,6.24,2392,6.15
44,5455,5.79,5215,6.83
44,1605,6.59,2435,5.84
44,5900,5.93,7530,6.71
44,2489,5.66,2411,5.07
44,2445,5.39,7026,5.38
44,8040,6.64,7100,5.24
44,5890,6.67,7390,6.84
44,5849,6.65,8191,6.07
44,7354,5.51,5726,6.23
44,7320,6.54,8600,6.38
44,2217,6.24,7190,5.55
44,2010,6.25,7510,6.05
44,8211,5.76,2342,6.2
44,7033,5.4,7182,5.16
44,2305,5.41,8325,5.63
44,5531,5.15,1910,6.71
44,2037,6.42,5661,5.96
44,1616,5.21,7461,5.8
44,7500,5.33,5020,6.32
44,7039,5.93,2390,5.4
44,2442,6.17,1903,5.5
44,8021,6.79,7472,6.25
44,8465,5.96,8311,5.88
44,1560,5.97,1947,5.85
44,7490,5.52,1900,6.65
44,1640,6.27,8341,6.25
44,7021,5.21,2362,6.74
44,5950,5.99,9156,6.43
44,2020,5.68,2594,6.05
44,5500,5.42,1942,6.26
44,1720,6.79,2593,5.8
44,1675,5.24,2870,5.31
44,2382,5.67,7205,5.56
44,1640,6.16,8192,5.52
44,7820,5.39,7061,5.4
44,1450,6.37,8117,6.02
44,4645,6.73,7140,5.5
44,7014,5.15,7460,6.81
44,5720,6.31,8280,6.38
44,2620,5.93,2273,5.41
44,7240,6.02,5800,6.36
44,7233,5.09,4613,5.34
44,8130,6.58,2980,5.61
44,7660,6.61,1850,6.15
44,7001,5.32,7188,5.5
44,5300,6.91,2036,5.8
44,7279,6.22,7291,6.35
44,2384,5.92,2575,5.46
44,7513,5.45,2515,6.09
44,7165,6.09,2351,5.49
44,2092,6.28,5593,6.47
44,2511,6.21,7352,6.2
44,5395,5.34,5410,6.11
44,7183,5.58,7489,6.54
44,8205,6.62,7600,5.9
44,1419,6.54,1595,6.22
44,5533,5.31,7550,5.27
44,7547,5.21,5390,5.59
44,2374,6.29,5301,6.54
44,2389,6.61,7710,5.42
44,2616,5.97,5622,6.33
44,8467,6.35,2488,5.73
44,5870,6.78,7900,6.5
44,5875,6.03,7505,6.1
44,8031,6.76,5750,6.6
44,2605,6.26,7512,5.38
44,7830,5.26,2025,5.78
44,2191,5.3,1670,5.82
44,8206,6.43,7507,6.25
44,1333,6.11,2152,6.93
44,4617,6.6,2038,5.09
44,7340,6.68,5510,5.15
44,2359,5.87,5250,6.08
44,2900,6.62,5628,6.51
44,2339,6.72,2018,5.56
44,7503,5.77,2513,5.8
44,5740,5.21,5990,6.54
44,7632,5.22,2606,5.92
44,2635,5.22,7499,6.47
44,2358,6.56,2579,5.53
44,7515,6.19,7495,5.9
44,7620,5.78,7057,5.35
44,5711,6.62,7019,5.2
44,2500,6.16,2506,5.67
44,4100,6.11,5665,6.15
44,7300,5.64,7195,6.02
44,2372,5.48,8620,6.04
45,5875,6.03,7248,5.22
45,2605,6.26,2377,5.19
45,7460,6.81,7600,5.9
45,7352,6.2,7496,5.92
45,2038,5.09,2616,5.97
45,7019,5.2,7390,6.84
45,7300,5.64,7451,6.68
45,7490,5.52,8250,6.19
45,7340,6.68,1450,6.37
45,7354,5.51,7351,5.82
45,7489,6.54,5250,6.08
45,7053,5.22,7509,6.03
45,1660,6.49,9156,6.43
45,4617,6.6,2217,6.24
45,8312,5.37,7095,5.99
45,5533,5.31,7477,6.12
45,2060,6.49,5628,6.51
45,8031,6.76,4598,6.33
45,8205,6.62,1419,6.54
45,8192,5.52,7286,6.36
45,5530,5.38,8158,6.53
45,5764,6.74,7033,5.4
45,2025,5.78,8191,6.07
45,2597,5.61,7250,6.62
45,1670,5.82,5020,6.32
45,2435,5.84,2445,5.39
45,2032,5.58,7057,5.35
45,7237,5.43,6250,6.32
45,7026,5.38,5661,5.96
45,4619,6.46,7440,6.32
45,7320,6.54,7546,5.4
45,2152,6.93,8320,6.24
45,8251,6.16,8341,6.25
45,7242,5.28,5740,5.21
45,5635,6.25,5622,6.33
45,2357,5.41,2870,5.31
45,2362,6.74,7547,5.21
45,1910,6.71,1908,5.28
45,4600,6.41,1850,6.15
45,2191,5.3,8208,6.79
45,7233,5.09,8280,6.38
45,2513,5.8,7001,5.32
45,2107,5.53,7475,6.33
45,8161,6.71,2036,5.8
45,7660,6.61,7021,5.21
45,5800,6.36,2488,5.73
45,2374,6.29,7014,5.15
45,7507,6.25,2342,6.2
45,7061,5.4,2720,5.43
45,5720,6.31,7140,5.5
45,2372,5.48,2092,6.28
45,2235,5.64,2489,5.66
45,7096,5.54,8130,6.58
45,1640,6.16,4536,6.01
45,7493,5.35,7505,6.1
45,2515,6.09,8040,6.64
45,5726,6.23,8021,6.79
45,1333,6.11,7240,6.02
45,7039,5.93,1640,6.27
45,2594,6.05,8179,6.48
45,1720,6.79,7183,5.58
45,2359,5.87,5849,6.65
45,4625,6.4,5593,6.47
45,7632,5.22,7830,5.26
45,2273,5.41,8325,5.63
45,7080,5.27,5626,6.71
45,8465,5.96,2389,6.61
45,7510,6.05,8118,6.14
45,8311,5.88,5500,5.42
45,2980,5.61,5410,6.11
45,2411,5.07,2560,6.34
45,2122,5.15,7550,5.27
45,5665,6.15,2351,5.49
45,5455,5.79,7042,5.55
45,5301,6.54,5890,6.67
45,1675,5.24,1903,5.5
45,5300,6.91,2018,5.56
45,7472,6.25,7195,6.02
45,7182,5.16,7190,5.55
45,7100,5.24,8260,6.18
45,1900,6.65,5750,6.6
45,7499,6.47,7291,6.35
45,5531,5.15,5900,5.93
45,2037,6.42,2900,6.62
45,2358,6.56,7488,6.19
45,4645,6.73,7513,5.45
45,2880,5.18,5520,5.33
45,7017,5.18,2579,5.53
45,7620,5.78,2056,6.34
45,2020,5.68,1650,6.65
45,2442,6.17,5040,5.39
45,2500,6.16,2010,6.25
45,2575,5.46,4613,5.34
45,2102,5.16,2019,6.07
45,2305,5.41,8620,6.04
45,8600,6.38,7279,6.22
45,8117,6.02,1810,6.52
45,5215,6.83,4100,6.11
45,2521,5.78,7188,5.5
45,1942,6.26,7503,5.77
46,2217,6.24,4617,6.6
46,7547,5.21,1675,5.24
46,7021,5.21,5731,5.39
46,7279,6.22,7320,6.54
46,7001,5.32,5740,5.21
46,2594,6.05,2305,5.41
46,4613,5.34,7192,5.77
46,8118,6.14,4536,6.01
46,7503,5.77,5870,6.78
46,2374,6.29,2980,5.61
46,2442,6.17,5530,5.38
46,2358,6.56,7190,5.55
46,5626,6.71,7238,6.43
46,2302,6.43,2435,5.84
46,1640,6.16,7507,6.25
46,2514,5.19,8205,6.62
46,7179,5.06,2616,5.97
46,5661,5.96,5764,6.74
46,8251,6.16,7026,5.38
46,7461,5.8,2515,6.09
46,7477,6.12,8320,6.24
46,1560,5.97,8280,6.38
46,7440,6.32,2092,6.28
46,2411,5.07,8600,6.38
46,7501,6.85,7080,5.27
46,8179,6.48,1720,6.79
46,4619,6.46,5890,6.67
46,5395,5.34,8208,6.79
46,7475,6.33,2389,6.61
46,5215,6.83,1947,5.85
46,7242,5.28,5622,6.33
46,7660,6.61,5500,5.42
46,2635,5.22,8040,6.64
46,5040,5.39,1450,6.37
46,8031,6.76,5020,6.32
46,7830,5.26,9156,6.43
46,5711,6.62,1903,5.5
46,7057,5.35,7499,6.47
46,1810,6.52,1908,5.28
46,2032,5.58,2513,5.8
46,7053,5.22,7820,5.39
46,7451,6.68,7017,5.18
46,2880,5.18,7620,5.78
46,8130,6.58,2037,6.42
46,2351,5.49,1659,6.57
46,7530,6.71,1650,6.65
46,7205,5.56,2339,6.72
46,1595,6.22,7250,6.62
46,4625,6.4,7352,6.2
46,7183,5.58,5635,6.25
46,5410,6.11,7506,5.34
46,5533,5.31,2018,5.56
46,5531,5.15,7510,6.05
46,2500,6.16,7100,5.24
46,7286,6.36,2392,6.15
46,1605,6.59,5471,5.21
46,2390,5.4,7052,5.33
46,2102,5.16,7495,5.9
46,7490,5.52,7039,5.93
46,4600,6.41,7354,5.51
46,7351,5.82,2900,6.62
46,4598,6.33,7900,6.5
46,5300,6.91,2870,5.31
46,7509,6.03,2605,6.26
46,7489,6.54,2122,5.15
46,8311,5.88,2620,5.93
46,7248,5.22,5628,6.51
46,5390,5.59,2372,5.48
46,2560,6.34,2506,5.67
46,1616,5.21,7460,6.81
46,7340,6.68,7061,5.4
46,2060,6.49,2579,5.53
46,5510,5.15,7095,5.99
46,8161,6.71,7546,5.4
46,7500,5.33,6250,6.32
46,5849,6.65,2521,5.78
46,2020,5.68,5875,6.03
46,8341,6.25,8312,5.37
46,2025,5.78,5665,6.15
46,7019,5.2,2511,6.21
46,4645,6.73,2720,5.43
46,8325,5.63,8193,6.73
46,2377,5.19,5301,6.54
46,2308,5.22,8206,6.43
46,2382,5.67,7513,5.45
46,7182,5.16,7188,5.5
46,2488,5.73,2152,6.93
46,2597,5.61,2019,6.07
46,8211,5.76,7497,5.19
46,1419,6.54,8250,6.19
46,7237,5.43,8191,6.07
46,2593,5.8,2445,5.39
46,7632,5.22,7450,6.4
46,2107,5.53,7472,6.25
46,5900,5.93,2575,5.46
46,7550,5.27,8467,6.35
46,1660,6.49,5250,6.08
46,5990,6.54,2273,5.41
46,5520,5.33,2036,5.8
46,2606,5.92,1333,6.11
47,2616,5.97,2273,5.41
47,1947,5.85,2359,5.87
47,8620,6.04,8312,5.37
47,5250,6.08,7440,6.32
47,8251,6.16,4617,6.6
47,7238,6.43,2605,6.26
47,5215,6.83,2107,5.53
47,2597,5.61,6250,6.32
47,2620,5.93,1616,5.21
47,7052,5.33,2235,5.64
47,7242,5.28,7620,5.78
47,2020,5.68,7475,6.33
47,5635,6.25,2036,5.8
47,7095,5.99,2339,6.72
47,5726,6.23,2025,5.78
47,4536,6.01,7291,6.35
47,2579,5.53,7080,5.27
47,7188,5.5,1560,5.97
47,7279,6.22,2511,6.21
47,8130,6.58,2152,6.93
47,2302,6.43,5870,6.78
47,2019,6.07,8192,5.52
47,7505,6.1,2521,5.78
47,4600,6.41,2435,5.84
47,5471,5.21,7460,6.81
47,2445,5.39,7546,5.4
47,7515,6.19,7390,6.84
47,8280,6.38,7660,6.61
47,4625,6.4,7600,5.9
47,2506,5.67,1910,6.71
47,7490,5.52,8191,6.07
47,1720,6.79,5300,6.91
47,7530,6.71,8021,6.79
47,2191,5.3,5301,6.54
47,7300,5.64,7061,5.4
47,7100,5.24,2515,6.09
47,2382,5.67,5665,6.15
47,7547,5.21,8467,6.35
47,2560,6.34,5764,6.74
47,2351,5.49,7192,5.77
47,4598,6.33,9156,6.43
47,1670,5.82,7057,5.35
47,5711,6.62,8320,6.24
47,1595,6.22,7019,5.2
47,2900,6.62,5740,5.21
47,5628,6.51,5533,5.31
47,2575,5.46,4613,5.34
47,2870,5.31,2102,5.16
47,2018,5.56,8260,6.18
47,5520,5.33,7550,5.27
47,1650,6.65,7493,5.35
47,5593,6.47,8311,5.88
47,5500,5.42,7512,5.38
47,5661,5.96,2488,5.73
47,2720,5.43,2594,6.05
47,1675,5.24,2514,5.19
47,2056,6.34,7179,5.06
47,7710,5.42,7286,6.36
47,7183,5.58,2038,5.09
47,1850,6.15,7900,6.5
47,8600,6.38,5626,6.71
47,2122,5.15,8118,6.14
47,7461,5.8,7026,5.38
47,7510,6.05,1640,6.27
47,2374,6.29,2442,6.17
47,7182,5.16,2411,5.07
47,8161,6.71,7351,5.82
47,2372,5.48,7507,6.25
47,7501,6.85,7017,5.18
47,8179,6.48,7509,6.03
47,7506,5.34,7488,6.19
47,5622,6.33,5849,6.65
47,1605,6.59,2880,5.18
47,7190,5.55,7053,5.22
47,7250,6.62,1660,6.49
47,2377,5.19,7513,5.45
47,7352,6.2,2593,5.8
47,8465,5.96,4100,6.11
47,2392,6.15,7495,5.9
47,2384,5.92,5531,5.15
47,1942,6.26,5510,5.15
47,1419,6.54,2358,6.56
47,8031,6.76,8206,6.43
47,7477,6.12,5750,6.6
47,1659,6.57,2500,6.16
47,2635,5.22,7039,5.93
47,8158,6.53,2305,5.41
47,7354,5.51,2010,6.25
47,8208,6.79,5800,6.36
47,7096,5.54,8205,6.62
47,7205,5.56,5020,6.32
47,5040,5.39,2390,5.4
47,7489,6.54,8193,6.73
47,5395,5.34,5731,5.39
47,2362,6.74,4645,6.73
47,4619,6.46,8211,5.76
47,2389,6.61,7500,5.33
47,8250,6.19,2980,5.61
47,7496,5.92,2092,6.28
47,7042,5.55,5455,5.79
48,2389,6.61,4619,6.46
48,5740,5.21,2616,5.97
48,2579,5.53,2880,5.18
48,7460,6.81,2032,5.58
48,8117,6.02,5626,6.71
48,5410,6.11,5950,5.99
48,7507,6.25,6250,6.32
48,7240,6.02,5900,5.93
48,8325,5.63,7017,5.18
48,2056,6.34,7182,5.16
48,5731,5.39,8031,6.76
48,7482,6.36,7632,5.22
48,2362,6.74,7019,5.2
48,8118,6.14,2107,5.53
48,7450,6.4,1640,6.16
48,7500,5.33,1616,5.21
48,7233,5.09,5520,5.33
48,2302,6.43,1560,5.97
48,1660,6.49,7820,5.39
48,8341,6.25,7192,5.77
48,5455,5.79,2018,5.56
48,2038,5.09,2377,5.19
48,5395,5.34,5500,5.42
48,8312,5.37,2593,5.8
48,2605,6.26,7026,5.38
48,1659,6.57,7472,6.25
48,8260,6.18,5250,6.08
48,7238,6.43,2870,5.31
48,1910,6.71,2594,6.05
48,7451,6.68,5301,6.54
48,7053,5.22,4100,6.11
48,5720,6.31,7279,6.22
48,2342,6.2,5990,6.54
48,7493,5.35,7660,6.61
48,1640,6.27,7237,5.43
48,1900,6.65,2488,5.73
48,8205,6.62,7461,5.8
48,7052,5.33,7495,5.9
48,2308,5.22,7512,5.38
48,7352,6.2,8191,6.07
48,8465,5.96,5531,5.15
48,7390,6.84,7547,5.21
48,7100,5.24,7900,6.5
48,5635,6.25,7515,6.19
48,2010,6.25,8208,6.79
48,2305,5.41,5875,6.03
48,5593,6.47,1605,6.59
48,7096,5.54,5390,5.59
48,4536,6.01,5890,6.67
48,2351,5.49,5215,6.83
48,7503,5.77,7165,6.09
48,2500,6.16,8040,6.64
48,7248,5.22,2720,5.43
48,2411,5.07,2514,5.19
48,7183,5.58,2372,5.48
48,7499,6.47,5040,5.39
48,2020,5.68,2390,5.4
48,7513,5.45,1450,6.37
48,8251,6.16,7014,5.15
48,7242,5.28,1720,6.79
48,2620,5.93,7190,5.55
48,2358,6.56,7620,5.78
48,1675,5.24,7497,5.19
48,7001,5.32,1670,5.82
48,2359,5.87,5020,6.32
48,5471,5.21,7546,5.4
48,7440,6.32,8192,5.52
48,2217,6.24,7509,6.03
48,5628,6.51,2037,6.42
48,8193,6.73,5533,5.31
48,8179,6.48,7477,6.12
48,2273,5.41,2445,5.39
48,1595,6.22,7475,6.33
48,2060,6.49,7250,6.62
48,7320,6.54,7550,5.27
48,7095,5.99,8467,6.35
48,5510,5.15,5849,6.65
48,2900,6.62,7291,6.35
48,7510,6.05,5800,6.36
48,2575,5.46,8320,6.24
48,2339,6.72,7042,5.55
48,2606,5.92,8211,5.76
48,2442,6.17,7496,5.92
48,2357,5.41,7351,5.82
48,1942,6.26,5665,6.15
48,2102,5.16,2036,5.8
48,8130,6.58,2635,5.22
48,7021,5.21,2025,5.78
48,5300,6.91,7061,5.4
48,5622,6.33,7188,5.5
48,2122,5.15,1650,6.65
48,7600,5.9,1810,6.52
48,4617,6.6,5750,6.6
48,7179,5.06,7710,5.42
48,4598,6.33,8280,6.38
48,5711,6.62,2235,5.64
48,5726,6.23,1947,5.85
48,4625,6.4,8161,6.71
48,8021,6.79,2191,5.3
48,1908,5.28,7140,5.5
49,5731,5.39,7477,6.12
49,2342,6.2,7352,6.2
49,7547,5.21,2489,5.66
49,2390,5.4,5635,6.25
49,7489,6.54,2442,6.17
49,8250,6.19,7237,5.43
49,2506,5.67,7620,5.78
49,1650,6.65,7021,5.21
49,2019,6.07,1595,6.22
49,7450,6.4,2339,6.72
49,2384,5.92,4645,6.73
49,2351,5.49,2620,5.93
49,7472,6.25,6250,6.32
49,2980,5.61,1450,6.37
49,7451,6.68,7710,5.42
49,2036,5.8,4617,6.6
49,1660,6.49,7026,5.38
49,1910,6.71,7165,6.09
49,4625,6.4,2606,5.92
49,4100,6.11,7195,6.02
49,7493,5.35,2500,6.16
49,8192,5.52,7530,6.71
49,7507,6.25,7095,5.99
49,4598,6.33,2191,5.3
49,2635,5.22,7632,5.22
49,1947,5.85,7440,6.32
49,4600,6.41,4613,5.34
49,8467,6.35,7019,5.2
49,2720,5.43,5875,6.03
49,7500,5.33,1720,6.79
49,2560,6.34,5250,6.08
49,7053,5.22,8320,6.24
49,7320,6.54,5890,6.67
49,1640,6.27,1900,6.65
49,7461,5.8,2032,5.58
49,2435,5.84,7279,6.22
49,2107,5.53,8021,6.79
49,2372,5.48,5622,6.33
49,2092,6.28,2575,5.46
49,7515,6.19,8158,6.53
49,7509,6.03,7499,6.47
49,7286,6.36,7512,5.38
49,2060,6.49,2515,6.09
49,2025,5.78,1333,6.11
49,2377,5.19,8179,6.48
49,2513,5.8,5410,6.11
49,1810,6.52,7340,6.68
49,5300,6.91,5533,5.31
49,7546,5.4,7233,5.09
49,7830,5.26,5849,6.65
49,7179,5.06,8251,6.16
49,2102,5.16,8325,5.63
49,8312,5.37,5711,6.62
49,8620,6.04,1942,6.26
49,5900,5.93,5626,6.71
49,2511,6.21,8260,6.18
49,7482,6.36,7506,5.34
49,2392,6.15,5726,6.23
49,7390,6.84,7300,5.64
49,7513,5.45,2122,5.15
49,2302,6.43,1903,5.5
49,2056,6.34,2010,6.25
49,7205,5.56,5510,5.15
49,8205,6.62,5390,5.59
49,2152,6.93,1640,6.16
49,7182,5.16,7495,5.9
49,9156,6.43,4619,6.46
49,5720,6.31,1850,6.15
49,2020,5.68,2594,6.05
49,8211,5.76,1560,5.97
49,8031,6.76,2605,6.26
49,5740,5.21,7052,5.33
49,5020,6.32,8193,6.73
49,2305,5.41,7351,5.82
49,5764,6.74,4536,6.01
49,7001,5.32,7488,6.19
49,7600,5.9,5990,6.54
49,8341,6.25,7510,6.05
49,5301,6.54,8040,6.64
49,7820,5.39,5531,5.15
49,5395,5.34,8208,6.79
49,7033,5.4,2359,5.87
49,2616,5.97,5750,6.6
49,2374,6.29,2389,6.61
49,8117,6.02,7183,5.58
49,7660,6.61,5661,5.96
49,2358,6.56,2037,6.42
49,7250,6.62,2579,5.53
49,7248,5.22,5455,5.79
49,5665,6.15,7190,5.55
49,2235,5.64,5471,5.21
49,7014,5.15,7497,5.19
49,2411,5.07,5520,5.33
49,5500,5.42,7291,6.35
