ParticipantNo,lChoice,lValue,rChoice,rValue
41,2487,5.2,2606,5.92
41,5250,6.08,2107,5.53
41,2020,5.68,7300,5.64
41,7660,6.61,2720,5.43
41,6250,6.32,1810,6.52
41,8193,6.73,7510,6.05
41,2362,6.74,7001,5.32
41,2377,5.19,2102,5.16
41,7281,6.4,5950,5.99
41,7165,6.09,4601,6.82
41,7289,6.32,7496,5.92
41,7283,5.5,7488,6.19
41,2515,6.09,7291,6.35
41,2514,5.19,2560,6.34
41,5040,5.39,7188,5.5
41,7053,5.22,5870,6.78
41,8050,6.24,2357,5.41
41,7026,5.38,7242,5.28
41,7475,6.33,7503,5.77
41,7513,5.45,7019,5.2
41,7505,6.1,8211,5.76
41,7039,5.93,7052,5.33
41,4605,5.59,7285,5.67
41,5740,5.21,1333,6.11
41,7061,5.4,5711,6.62
41,2342,6.2,7057,5.35
41,1595,6.22,5471,5.21
41,4619,6.46,2620,5.93
41,7500,5.33,2358,6.56
41,2518,5.67,7096,5.54
41,7354,5.51,2037,6.42
41,5510,5.15,5726,6.23
41,4604,5.98,2374,6.29
41,8241,5.76,7546,5.4
41,8021,6.79,1661,6.14
41,8118,6.14,7530,6.71
41,5533,5.31,2495,5.22
41,2880,5.18,5890,6.67
41,2435,5.84,5750,6.6
41,2575,5.46,2616,5.97
41,5720,6.31,5020,6.32
41,2092,6.28,8620,6.04
41,8325,5.63,2485,5.69
41,2010,6.25,8467,6.35
41,2900,6.62,7352,6.2
41,1903,5.5,7489,6.54
41,8179,6.48,1450,6.37
41,7620,5.78,5849,6.65
41,1616,5.21,5390,5.59
41,2036,5.8,2351,5.49
41,7493,5.35,5300,6.91
41,7190,5.55,2499,5.34
41,5500,5.42,7183,5.58
41,5531,5.15,2032,5.58
41,8220,6.5,1900,6.65
41,1908,5.28,7501,6.85
41,7900,6.5,5628,6.51
41,2339,6.72,7632,5.22
41,1942,6.26,8178,6.5
41,2445,5.39,8205,6.62
41,2511,6.21,5800,6.36
41,2442,6.17,7250,6.62
41,2302,6.43,7506,5.34
41,4666,6.24,1675,5.24
41,4625,6.4,7450,6.4
41,7021,5.21,5661,5.96
41,7509,6.03,7238,6.43
41,2372,5.48,7195,6.02
41,2594,6.05,2635,5.22
41,1660,6.49,8158,6.53
41,8320,6.24,2597,5.61
41,7249,5.24,7320,6.54
41,2600,5.84,9156,6.43
41,1605,6.59,7233,5.09
41,8130,6.58,7100,5.24
41,2018,5.56,2513,5.8
41,1640,6.16,8250,6.19
41,7547,5.21,2359,5.87
41,7236,5.64,7390,6.84
42,8191,6.07,5635,6.25
42,2900,6.62,2107,5.53
42,7507,6.25,1640,6.16
42,2435,5.84,7550,5.27
42,2122,5.15,5390,5.59
42,2880,5.18,7053,5.22
42,2597,5.61,2092,6.28
42,7182,5.16,2442,6.17
42,4604,5.98,7354,5.51
42,2720,5.43,7450,6.4
42,7057,5.35,8311,5.88
42,7195,6.02,2635,5.22
42,5628,6.51,7472,6.25
42,8220,6.5,2374,6.29
42,5622,6.33,2302,6.43
42,7489,6.54,7249,5.24
42,5020,6.32,7238,6.43
42,4600,6.41,5875,6.03
42,2515,6.09,2010,6.25
42,2560,6.34,2018,5.56
42,5950,5.99,5764,6.74
42,2580,5.71,8465,5.96
42,7179,5.06,2499,5.34
42,2513,5.8,5250,6.08
42,5661,5.96,7475,6.33
42,2521,5.78,7600,5.9
42,7192,5.77,2359,5.87
42,8161,6.71,5500,5.42
42,1903,5.5,7061,5.4
42,2500,6.16,7499,6.47
42,1720,6.79,8117,6.02
42,7510,6.05,2191,5.3
42,7281,6.4,7140,5.5
42,2308,5.22,5849,6.65
42,2032,5.58,1616,5.21
42,7503,5.77,2392,6.15
42,1605,6.59,8467,6.35
42,2390,5.4,8208,6.79
42,7080,5.27,4598,6.33
42,7250,6.62,8179,6.48
42,4100,6.11,2381,5.25
42,7488,6.19,1942,6.26
42,2273,5.41,1659,6.57
42,8600,6.38,4609,6.71
42,1640,6.27,2235,5.64
42,4693,6.16,7820,5.39
42,7100,5.24,1650,6.65
42,2060,6.49,8241,5.76
42,7504,5.67,7279,6.22
42,7490,5.52,2487,5.2
42,7021,5.21,2102,5.16
42,2020,5.68,7632,5.22
42,5530,5.38,8021,6.79
42,1900,6.65,2606,5.92
42,4606,6.55,8192,5.52
42,1333,6.11,7460,6.81
42,2485,5.69,7546,5.4
42,7190,5.55,1595,6.22
42,2489,5.66,7183,5.58
42,8251,6.16,8193,6.73
42,2385,5.2,4698,6.5
42,5455,5.79,4677,6.58
42,4617,6.6,4645,6.73
42,7019,5.2,8250,6.19
42,5510,5.15,7095,5.99
42,2382,5.67,5711,6.62
42,4650,6.96,7451,6.68
42,5300,6.91,2411,5.07
42,2037,6.42,2594,6.05
42,4672,6,7014,5.15
42,2514,5.19,5726,6.23
42,2511,6.21,8325,5.63
42,7512,5.38,7320,6.54
42,7300,5.64,4625,6.4
42,8050,6.24,7240,6.02
42,8130,6.58,7477,6.12
42,5890,6.67,5731,5.39
42,2362,6.74,7001,5.32
42,2377,5.19,7497,5.19
42,1850,6.15,7501,6.85
42,2217,6.24,7481,6.53
42,7402,5.98,7284,6.21
42,5870,6.78,2518,5.67
42,2384,5.92,6250,6.32
42,1947,5.85,7620,5.78
42,1313,5.65,7351,5.82
42,8206,6.43,2506,5.67
42,1450,6.37,2038,5.09
42,7390,6.84,8341,6.25
42,2019,6.07,2056,6.34
42,2305,5.41,2394,5.76
42,7286,6.36,1661,6.14
42,4666,6.24,7500,5.33
42,7017,5.18,4601,6.82
42,5215,6.83,5533,5.31
42,7352,6.2,2605,6.26
42,5720,6.31,2616,5.97
42,5301,6.54,2372,5.48
42,9156,6.43,2620,5.93
42,5520,5.33,5665,6.15
43,7600,5.9,5531,5.15
43,2351,5.49,7240,6.02
43,1947,5.85,7351,5.82
43,5300,6.91,7188,5.5
43,7710,5.42,7477,6.12
43,8179,6.48,5593,6.47
43,7192,5.77,7320,6.54
43,7165,6.09,7182,5.16
43,8280,6.38,1660,6.49
43,7547,5.21,2594,6.05
43,2606,5.92,5726,6.23
43,8341,6.25,7496,5.92
43,7095,5.99,7026,5.38
43,2377,5.19,8117,6.02
43,5622,6.33,7183,5.58
43,4619,6.46,2036,5.8
43,1900,6.65,7490,5.52
43,7513,5.45,7033,5.4
43,2635,5.22,1659,6.57
43,7250,6.62,2102,5.16
43,7248,5.22,5990,6.54
43,5410,6.11,2720,5.43
43,5740,5.21,2305,5.41
43,7001,5.32,9156,6.43
43,7499,6.47,7061,5.4
43,7281,6.4,4100,6.11
43,7504,5.67,4600,6.41
43,7515,6.19,7340,6.68
43,1640,6.27,1910,6.71
43,7472,6.25,2435,5.84
43,5711,6.62,2060,6.49
43,7233,5.09,4650,6.96
43,8251,6.16,5635,6.25
43,2020,5.68,7080,5.27
43,5530,5.38,5040,5.39
43,1661,6.14,5390,5.59
43,7461,5.8,5665,6.15
43,2122,5.15,7019,5.2
43,2445,5.39,2580,5.71
43,8211,5.76,5720,6.31
43,2342,6.2,1595,6.22
43,5533,5.31,5950,5.99
43,2514,5.19,2092,6.28
43,7495,5.9,4536,6.01
43,2442,6.17,8158,6.53
43,7482,6.36,2357,5.41
43,1450,6.37,7249,5.24
43,7179,5.06,2515,6.09
43,2217,6.24,2518,5.67
43,7900,6.5,1605,6.59
43,2513,5.8,8220,6.5
43,2302,6.43,2500,6.16
43,7205,5.56,2579,5.53
43,1560,5.97,4605,5.59
43,7286,6.36,1810,6.52
43,8192,5.52,8040,6.64
43,7283,5.5,7100,5.24
43,5471,5.21,5301,6.54
43,6250,6.32,2620,5.93
43,2374,6.29,4604,5.98
43,1903,5.5,2521,5.78
43,4617,6.6,5750,6.6
43,4609,6.71,8193,6.73
43,4601,6.82,1121,5.79
43,2597,5.61,2616,5.97
43,7190,5.55,7505,6.1
43,2485,5.69,2870,5.31
43,7017,5.18,2235,5.64
43,5900,5.93,7481,6.53
43,7507,6.25,2575,5.46
43,1313,5.65,2506,5.67
43,8205,6.62,1850,6.15
43,4645,6.73,7500,5.33
43,4698,6.5,1419,6.54
43,5628,6.51,7279,6.22
43,7489,6.54,8467,6.35
43,2392,6.15,2900,6.62
43,2489,5.66,4613,5.34
43,2107,5.53,2499,5.34
43,1650,6.65,7820,5.39
43,2880,5.18,7620,5.78
43,7509,6.03,7236,5.64
43,7237,5.43,7503,5.77
43,5800,6.36,2389,6.61
43,2385,5.2,5455,5.79
43,4672,6,2038,5.09
43,2019,6.07,7550,5.27
43,8312,5.37,7632,5.22
43,7530,6.71,2390,5.4
43,7475,6.33,8031,6.76
43,2382,5.67,1640,6.16
43,8311,5.88,2320,6.17
43,5500,5.42,8191,6.07
43,2487,5.2,5510,5.15
43,7242,5.28,2394,5.76
43,7300,5.64,8260,6.18
43,7140,5.5,8206,6.43
43,1670,5.82,5890,6.67
43,7021,5.21,7285,5.67
43,2381,5.25,2600,5.84
44,4650,6.96,7052,5.33
44,7512,5.38,4677,6.58
44,5726,6.23,4693,6.16
44,8040,6.64,7509,6.03
44,5500,5.42,2152,6.93
44,8021,6.79,8311,5.88
44,8325,5.63,2514,5.19
44,7515,6.19,7506,5.34
44,7165,6.09,8250,6.19
44,7233,5.09,7182,5.16
44,8241,5.76,4645,6.73
44,7320,6.54,7500,5.33
44,2010,6.25,2394,5.76
44,9156,6.43,7493,5.35
44,2435,5.84,2020,5.68
44,5533,5.31,4604,5.98
44,7450,6.4,2880,5.18
44,5764,6.74,7402,5.98
44,2513,5.8,1908,5.28
44,7096,5.54,2038,5.09
44,7501,6.85,7017,5.18
44,7021,5.21,2575,5.46
44,7039,5.93,7237,5.43
44,8260,6.18,7477,6.12
44,8251,6.16,2488,5.73
44,1595,6.22,7281,6.4
44,2385,5.2,7620,5.78
44,2445,5.39,8206,6.43
44,5750,6.6,1900,6.65
44,7461,5.8,7710,5.42
44,7513,5.45,5510,5.15
44,7351,5.82,2635,5.22
44,6250,6.32,7195,6.02
44,8193,6.73,7530,6.71
44,7354,5.51,2018,5.56
44,8600,6.38,2606,5.92
44,5531,5.15,7279,6.22
44,2616,5.97,4666,6.24
44,2382,5.67,2389,6.61
44,5593,6.47,2511,6.21
44,2597,5.61,2302,6.43
44,4601,6.82,5390,5.59
44,7190,5.55,5875,6.03
44,1333,6.11,7499,6.47
44,2107,5.53,2191,5.3
44,1810,6.52,2605,6.26
44,5849,6.65,7475,6.33
44,7900,6.5,7238,6.43
44,5800,6.36,2384,5.92
44,7242,5.28,2594,6.05
44,2499,5.34,5661,5.96
44,7291,6.35,1659,6.57
44,2489,5.66,2980,5.61
44,2235,5.64,7546,5.4
44,7100,5.24,7240,6.02
44,7289,6.32,7205,5.56
44,4605,5.59,7140,5.5
44,8178,6.5,8179,6.48
44,8117,6.02,2217,6.24
44,1616,5.21,8312,5.37
44,2518,5.67,7547,5.21
44,2036,5.8,7390,6.84
44,4698,6.5,7019,5.2
44,5665,6.15,7451,6.68
44,7497,5.19,4606,6.55
44,5250,6.08,5950,5.99
44,7481,6.53,8320,6.24
44,8050,6.24,7632,5.22
44,7600,5.9,7284,6.21
44,5520,5.33,2056,6.34
44,5455,5.79,5626,6.71
44,5990,6.54,7505,6.1
44,7248,5.22,2381,5.25
44,2506,5.67,2273,5.41
44,8118,6.14,5740,5.21
44,2500,6.16,7001,5.32
44,1675,5.24,5720,6.31
44,4609,6.71,7236,5.64
44,8161,6.71,7550,5.27
44,5410,6.11,7033,5.4
44,7042,5.55,1660,6.49
44,2339,6.72,7286,6.36
44,1947,5.85,7440,6.32
44,8158,6.53,2521,5.78
44,2019,6.07,1720,6.79
44,2305,5.41,2495,5.22
44,7504,5.67,2377,5.19
44,5890,6.67,5635,6.25
44,7080,5.27,1661,6.14
44,2374,6.29,2122,5.15
44,7283,5.5,4536,6.01
44,5301,6.54,1640,6.27
44,7095,5.99,8341,6.25
44,5711,6.62,7820,5.39
44,2870,5.31,2390,5.4
44,8211,5.76,1910,6.71
44,7188,5.5,7249,5.24
44,2092,6.28,7489,6.54
44,2060,6.49,8467,6.35
44,1942,6.26,8465,5.96
45,2597,5.61,2616,5.97
45,2594,6.05,5726,6.23
45,2515,6.09,2389,6.61
45,2487,5.2,2025,5.78
45,5455,5.79,8161,6.71
45,5395,5.34,7140,5.5
45,5410,6.11,4619,6.46
45,7039,5.93,8312,5.37
45,1661,6.14,2392,6.15
45,8341,6.25,8193,6.73
45,5764,6.74,2107,5.53
45,7291,6.35,7600,5.9
45,7014,5.15,5628,6.51
45,2357,5.41,7021,5.21
45,7026,5.38,7285,5.67
45,5740,5.21,2382,5.67
45,7352,6.2,2018,5.56
45,7340,6.68,7546,5.4
45,2445,5.39,1595,6.22
45,2385,5.2,7900,6.5
45,7283,5.5,5711,6.62
45,7501,6.85,7190,5.55
45,7165,6.09,7450,6.4
45,7488,6.19,7001,5.32
45,1903,5.5,7281,6.4
45,7509,6.03,2305,5.41
45,2374,6.29,4605,5.59
45,1947,5.85,2980,5.61
45,1640,6.27,8117,6.02
45,6250,6.32,7248,5.22
45,7286,6.36,5800,6.36
45,8040,6.64,8465,5.96
45,7499,6.47,5750,6.6
45,7057,5.35,4598,6.33
45,2122,5.15,7496,5.92
45,2442,6.17,2488,5.73
45,2302,6.43,1720,6.79
45,7489,6.54,8467,6.35
45,7505,6.1,2235,5.64
45,5300,6.91,2152,6.93
45,2514,5.19,2032,5.58
45,5950,5.99,5040,5.39
45,2511,6.21,7482,6.36
45,7100,5.24,7507,6.25
45,4100,6.11,7390,6.84
45,5990,6.54,7192,5.77
45,2377,5.19,2518,5.67
45,5890,6.67,2560,6.34
45,2217,6.24,7830,5.26
45,7354,5.51,7284,6.21
45,2362,6.74,2036,5.8
45,2092,6.28,1908,5.28
45,5500,5.42,4609,6.71
45,7240,6.02,4693,6.16
45,7279,6.22,2575,5.46
45,5250,6.08,4672,6
45,2273,5.41,1675,5.24
45,2489,5.66,5665,6.15
45,8205,6.62,7237,5.43
45,5875,6.03,2580,5.71
45,7052,5.33,2320,6.17
45,7475,6.33,2020,5.68
45,1560,5.97,2384,5.92
45,8260,6.18,5520,5.33
45,2521,5.78,9156,6.43
45,7183,5.58,7512,5.38
45,5849,6.65,1450,6.37
45,7205,5.56,2390,5.4
45,7188,5.5,2381,5.25
45,7351,5.82,7242,5.28
45,7620,5.78,7504,5.67
45,7017,5.18,4606,6.55
45,1810,6.52,8179,6.48
45,5626,6.71,1850,6.15
45,2513,5.8,1419,6.54
45,8208,6.79,2880,5.18
45,2506,5.67,7451,6.68
45,7042,5.55,5020,6.32
45,7550,5.27,5622,6.33
45,7493,5.35,5531,5.15
45,7515,6.19,2605,6.26
45,4625,6.4,7402,5.98
45,4645,6.73,7495,5.9
45,7061,5.4,7096,5.54
45,7710,5.42,2342,6.2
45,5301,6.54,5471,5.21
45,1650,6.65,8178,6.5
45,7632,5.22,8280,6.38
45,7461,5.8,4650,6.96
45,2102,5.16,5720,6.31
45,1660,6.49,7530,6.71
45,7236,5.64,5635,6.25
45,7477,6.12,4613,5.34
45,7195,6.02,7472,6.25
45,7500,5.33,8158,6.53
45,2019,6.07,8220,6.5
45,7460,6.81,2359,5.87
45,5530,5.38,4666,6.24
45,4536,6.01,7182,5.16
45,2606,5.92,8021,6.79
46,5890,6.67,8311,5.88
46,1675,5.24,8312,5.37
46,7240,6.02,7547,5.21
46,7482,6.36,4698,6.5
46,7352,6.2,2616,5.97
46,1560,5.97,2357,5.41
46,2019,6.07,7530,6.71
46,2037,6.42,4693,6.16
46,7600,5.9,2635,5.22
46,1908,5.28,2390,5.4
46,8130,6.58,1900,6.65
46,7284,6.21,2620,5.93
46,2060,6.49,4677,6.58
46,8341,6.25,7019,5.2
46,5622,6.33,4666,6.24
46,2720,5.43,7500,5.33
46,7506,5.34,5301,6.54
46,2381,5.25,8021,6.79
46,7512,5.38,7490,5.52
46,4650,6.96,7472,6.25
46,7513,5.45,1947,5.85
46,4606,6.55,7440,6.32
46,8117,6.02,2308,5.22
46,7320,6.54,4617,6.6
46,5726,6.23,5764,6.74
46,8191,6.07,4536,6.01
46,7242,5.28,2597,5.61
46,7236,5.64,5500,5.42
46,5800,6.36,2394,5.76
46,4645,6.73,5520,5.33
46,7481,6.53,2320,6.17
46,1419,6.54,7052,5.33
46,1450,6.37,8158,6.53
46,2362,6.74,5593,6.47
46,7351,5.82,7140,5.5
46,7501,6.85,7504,5.67
46,4613,5.34,2056,6.34
46,8178,6.5,1810,6.52
46,7488,6.19,4609,6.71
46,4625,6.4,2606,5.92
46,2092,6.28,7460,6.81
46,2342,6.2,8031,6.76
46,2500,6.16,5040,5.39
46,7080,5.27,2575,5.46
46,7057,5.35,7237,5.43
46,2010,6.25,7100,5.24
46,1720,6.79,5531,5.15
46,2122,5.15,7340,6.68
46,7497,5.19,7493,5.35
46,2036,5.8,7195,6.02
46,7014,5.15,7546,5.4
46,7291,6.35,2900,6.62
46,5395,5.34,2102,5.16
46,1333,6.11,2392,6.15
46,8040,6.64,2880,5.18
46,5750,6.6,2513,5.8
46,7192,5.77,8206,6.43
46,7632,5.22,5711,6.62
46,7300,5.64,6250,6.32
46,7510,6.05,1121,5.79
46,7820,5.39,2302,6.43
46,2305,5.41,2411,5.07
46,7390,6.84,2579,5.53
46,7238,6.43,8251,6.16
46,1640,6.16,2445,5.39
46,4604,5.98,7710,5.42
46,2038,5.09,7451,6.68
46,8192,5.52,8220,6.5
46,5250,6.08,2384,5.92
46,2514,5.19,2372,5.48
46,5950,5.99,7283,5.5
46,2518,5.67,1659,6.57
46,7496,5.92,7021,5.21
46,7250,6.62,5300,6.91
46,7402,5.98,2499,5.34
46,8600,6.38,2560,6.34
46,7188,5.5,7499,6.47
46,5900,5.93,5455,5.79
46,2358,6.56,8250,6.19
46,1605,6.59,7550,5.27
46,7033,5.4,8620,6.04
46,7505,6.1,1660,6.49
46,5731,5.39,2018,5.56
46,5740,5.21,7461,5.8
46,8050,6.24,7095,5.99
46,7001,5.32,8193,6.73
46,7495,5.9,7503,5.77
46,7509,6.03,2495,5.22
46,8320,6.24,7279,6.22
46,5533,5.31,1850,6.15
46,1640,6.27,2594,6.05
46,2351,5.49,2435,5.84
46,2191,5.3,2511,6.21
46,2580,5.71,2107,5.53
46,5849,6.65,8241,5.76
46,1650,6.65,5410,6.11
46,5510,5.15,2389,6.61
46,8325,5.63,5020,6.32
46,8118,6.14,7249,5.24
46,5875,6.03,7039,5.93
47,2394,5.76,2302,6.43
47,7550,5.27,7477,6.12
47,1908,5.28,2384,5.92
47,2515,6.09,5622,6.33
47,8179,6.48,1333,6.11
47,2442,6.17,2385,5.2
47,7096,5.54,2037,6.42
47,7352,6.2,1595,6.22
47,8191,6.07,2152,6.93
47,2339,6.72,7183,5.58
47,2435,5.84,1947,5.85
47,7490,5.52,5635,6.25
47,8208,6.79,5510,5.15
47,8130,6.58,7710,5.42
47,5665,6.15,4617,6.6
47,7320,6.54,8312,5.37
47,8118,6.14,8220,6.5
47,2191,5.3,2900,6.62
47,7451,6.68,7179,5.06
47,2020,5.68,2305,5.41
47,2411,5.07,7289,6.32
47,4613,5.34,7248,5.22
47,2560,6.34,7402,5.98
47,7547,5.21,1605,6.59
47,1313,5.65,2870,5.31
47,7351,5.82,1450,6.37
47,7620,5.78,4600,6.41
47,7495,5.9,7512,5.38
47,7506,5.34,7461,5.8
47,8206,6.43,7600,5.9
47,2579,5.53,5731,5.39
47,8260,6.18,5890,6.67
47,7546,5.4,2500,6.16
47,8465,5.96,5870,6.78
47,7475,6.33,7281,6.4
47,1675,5.24,4666,6.24
47,2518,5.67,8320,6.24
47,7021,5.21,5661,5.96
47,9156,6.43,7019,5.2
47,4645,6.73,5531,5.15
47,2092,6.28,4601,6.82
47,4605,5.59,2357,5.41
47,7472,6.25,2597,5.61
47,7660,6.61,8205,6.62
47,4698,6.5,8251,6.16
47,1670,5.82,4604,5.98
47,7042,5.55,2635,5.22
47,8178,6.5,7001,5.32
47,7500,5.33,7504,5.67
47,7017,5.18,4609,6.71
47,7100,5.24,7283,5.5
47,1942,6.26,2487,5.2
47,8040,6.64,7233,5.09
47,1910,6.71,7488,6.19
47,1640,6.16,7095,5.99
47,7354,5.51,2495,5.22
47,5040,5.39,7039,5.93
47,8021,6.79,2488,5.73
47,4677,6.58,7182,5.16
47,5711,6.62,7284,6.21
47,5215,6.83,2616,5.97
47,7285,5.67,8117,6.02
47,2019,6.07,2511,6.21
47,1616,5.21,7190,5.55
47,2506,5.67,2374,6.29
47,2389,6.61,7496,5.92
47,7489,6.54,7513,5.45
47,7481,6.53,5395,5.34
47,5520,5.33,4693,6.16
47,5530,5.38,5410,6.11
47,7237,5.43,2342,6.2
47,1419,6.54,7033,5.4
47,7505,6.1,7900,6.5
47,5764,6.74,8280,6.38
47,5533,5.31,2372,5.48
47,2382,5.67,1121,5.79
47,7300,5.64,7192,5.77
47,2273,5.41,2485,5.69
47,5390,5.59,2620,5.93
47,1560,5.97,5720,6.31
47,2580,5.71,4606,6.55
47,2594,6.05,7499,6.47
47,4650,6.96,2038,5.09
47,7140,5.5,7053,5.22
47,7482,6.36,2489,5.66
47,8158,6.53,7340,6.68
47,5628,6.51,5020,6.32
47,8250,6.19,8325,5.63
47,5626,6.71,2381,5.25
47,2377,5.19,5900,5.93
47,6250,6.32,5800,6.36
47,7820,5.39,7195,6.02
47,1850,6.15,7530,6.71
47,8600,6.38,4598,6.33
47,7291,6.35,1660,6.49
47,2606,5.92,7240,6.02
47,2575,5.46,7503,5.77
47,7830,5.26,7440,6.32
47,5726,6.23,2362,6.74
47,7493,5.35,5471,5.21
48,7660,6.61,5800,6.36
48,2381,5.25,2880,5.18
48,7515,6.19,4601,6.82
48,4604,5.98,6250,6.32
48,5890,6.67,8040,6.64
48,2392,6.15,7530,6.71
48,7053,5.22,5390,5.59
48,4100,6.11,7506,5.34
48,2389,6.61,7632,5.22
48,8161,6.71,5626,6.71
48,2390,5.4,7507,6.25
48,1850,6.15,7233,5.09
48,2019,6.07,4677,6.58
48,8191,6.07,7057,5.35
48,5665,6.15,2560,6.34
48,7620,5.78,5726,6.23
48,8311,5.88,7242,5.28
48,8312,5.37,8205,6.62
48,7179,5.06,2575,5.46
48,1616,5.21,2351,5.49
48,2411,5.07,2359,5.87
48,2122,5.15,5990,6.54
48,8220,6.5,1333,6.11
48,8341,6.25,7042,5.55
48,7284,6.21,7291,6.35
48,2025,5.78,7488,6.19
48,5040,5.39,5395,5.34
48,1660,6.49,4698,6.5
48,7039,5.93,8260,6.18
48,2362,6.74,7283,5.5
48,7451,6.68,7450,6.4
48,7352,6.2,8600,6.38
48,4617,6.6,7240,6.02
48,2606,5.92,4672,6
48,7547,5.21,5455,5.79
48,8193,6.73,7500,5.33
48,2594,6.05,2342,6.2
48,7249,5.24,7192,5.77
48,7026,5.38,5661,5.96
48,2445,5.39,7205,5.56
48,7183,5.58,2032,5.58
48,7100,5.24,7546,5.4
48,2435,5.84,4600,6.41
48,2487,5.2,7340,6.68
48,7497,5.19,7477,6.12
48,4693,6.16,7830,5.26
48,1720,6.79,8031,6.76
48,2500,6.16,8320,6.24
48,7496,5.92,1908,5.28
48,8178,6.5,1419,6.54
48,5530,5.38,5533,5.31
48,5628,6.51,7900,6.5
48,8241,5.76,2442,6.17
48,2302,6.43,7493,5.35
48,2036,5.8,2488,5.73
48,2056,6.34,7501,6.85
48,7250,6.62,2580,5.71
48,7354,5.51,7236,5.64
48,7001,5.32,8325,5.63
48,5593,6.47,2374,6.29
48,1659,6.57,5870,6.78
48,5531,5.15,7402,5.98
48,2600,5.84,4605,5.59
48,2107,5.53,7080,5.27
48,5731,5.39,7490,5.52
48,7509,6.03,4645,6.73
48,7472,6.25,8158,6.53
48,5410,6.11,2060,6.49
48,7481,6.53,2620,5.93
48,2102,5.16,2511,6.21
48,2394,5.76,2010,6.25
48,4606,6.55,4598,6.33
48,7285,5.67,1947,5.85
48,8620,6.04,7182,5.16
48,7052,5.33,7281,6.4
48,2018,5.56,1313,5.65
48,2579,5.53,4613,5.34
48,4609,6.71,7286,6.36
48,7504,5.67,7489,6.54
48,1450,6.37,7475,6.33
48,5510,5.15,2092,6.28
48,2489,5.66,7300,5.64
48,2605,6.26,4536,6.01
48,5849,6.65,2382,5.67
48,2384,5.92,7510,6.05
48,4619,6.46,8251,6.16
48,2513,5.8,7505,6.1
48,1942,6.26,1640,6.16
48,5875,6.03,5711,6.62
48,2191,5.3,9156,6.43
48,1661,6.14,2870,5.31
48,4666,6.24,7460,6.81
48,7021,5.21,5020,6.32
48,7499,6.47,2597,5.61
48,1650,6.65,1121,5.79
48,5764,6.74,2900,6.62
48,8192,5.52,2720,5.43
48,2372,5.48,7248,5.22
48,2616,5.97,2273,5.41
48,7188,5.5,5250,6.08
49,5531,5.15,1661,6.14
49,8117,6.02,8158,6.53
49,2513,5.8,5635,6.25
49,4604,5.98,5628,6.51
49,8040,6.64,2037,6.42
49,7830,5.26,4606,6.55
49,4698,6.5,2036,5.8
49,7039,5.93,2487,5.2
49,7451,6.68,7188,5.5
49,7354,5.51,8208,6.79
49,2308,5.22,2560,6.34
49,2010,6.25,7250,6.62
49,7026,5.38,8467,6.35
49,7140,5.5,7710,5.42
49,7475,6.33,7061,5.4
49,8193,6.73,8211,5.76
49,8320,6.24,2605,6.26
49,4536,6.01,2392,6.15
49,7506,5.34,7053,5.22
49,2635,5.22,2616,5.97
49,2442,6.17,2485,5.69
49,8130,6.58,7500,5.33
49,7233,5.09,7095,5.99
49,7021,5.21,8251,6.16
49,7440,6.32,2235,5.64
49,8050,6.24,2358,6.56
49,1660,6.49,7460,6.81
49,7284,6.21,2020,5.68
49,2580,5.71,1670,5.82
49,5215,6.83,7285,5.67
49,7390,6.84,5410,6.11
49,2217,6.24,1450,6.37
49,5530,5.38,2515,6.09
49,8192,5.52,7489,6.54
49,4625,6.4,5890,6.67
49,5455,5.79,5875,6.03
49,2320,6.17,7014,5.15
49,4645,6.73,7496,5.92
49,7300,5.64,7192,5.77
49,5750,6.6,5720,6.31
49,2305,5.41,1942,6.26
49,5870,6.78,4666,6.24
49,7236,5.64,2107,5.53
49,7546,5.4,2514,5.19
49,2032,5.58,7490,5.52
49,2384,5.92,7509,6.03
49,2374,6.29,1910,6.71
49,5900,5.93,8250,6.19
49,2980,5.61,2056,6.34
49,2191,5.3,2579,5.53
49,2489,5.66,7182,5.16
49,2870,5.31,7512,5.38
49,2394,5.76,7279,6.22
49,2359,5.87,1313,5.65
49,7820,5.39,2511,6.21
49,9156,6.43,7096,5.54
49,7195,6.02,7600,5.9
49,2351,5.49,7501,6.85
49,2506,5.67,5665,6.15
49,1333,6.11,5764,6.74
49,2880,5.18,7505,6.1
49,7238,6.43,7340,6.68
49,7351,5.82,2385,5.2
49,8191,6.07,4650,6.96
49,8241,5.76,5533,5.31
49,4617,6.6,5800,6.36
49,6250,6.32,5471,5.21
49,7080,5.27,7482,6.36
49,2518,5.67,8325,5.63
49,2152,6.93,7504,5.67
49,1650,6.65,5950,5.99
49,8021,6.79,7019,5.2
49,2342,6.2,2435,5.84
49,8280,6.38,7620,5.78
49,7205,5.56,1675,5.24
49,7052,5.33,2362,6.74
49,2500,6.16,7900,6.5
49,2122,5.15,7513,5.45
49,2597,5.61,2357,5.41
49,7190,5.55,7057,5.35
49,7477,6.12,8600,6.38
49,5510,5.15,7510,6.05
49,1616,5.21,7042,5.55
49,7488,6.19,7248,5.22
49,4613,5.34,2720,5.43
49,2900,6.62,2600,5.84
49,5300,6.91,7495,5.9
49,1419,6.54,2495,5.22
49,8220,6.5,7281,6.4
49,1903,5.5,5711,6.62
49,5301,6.54,7507,6.25
49,7237,5.43,7499,6.47
49,8341,6.25,7550,5.27
49,2092,6.28,4609,6.71
